"Sample","Date","Start.Time","Sample.Temp..C.","Sample.Pressure..kPa.","Mean.Free.Path..m.","Gas.Viscosity..Pas.","Diameter.Midpoint","X1.02","X1.06","X1.09","X1.13","X1.18","X1.22","X1.26","X1.31","X1.36","X1.41","X1.46","X1.51","X1.57","X1.63","X1.68","X1.75","X1.81","X1.88","X1.95","X2.02","X2.09","X2.17","X2.25","X2.33","X2.41","X2.50","X2.59","X2.69","X2.79","X2.89","X3.00","X3.11","X3.22","X3.34","X3.46","X3.59","X3.72","X3.85","X4.00","X4.14","X4.29","X4.45","X4.61","X4.78","X4.96","X5.14","X5.33","X5.52","X5.73","X5.94","X6.15","X6.38","X6.61","X6.85","X7.10","X7.37","X7.64","X7.91","X8.20","X8.51","X8.82","X9.14","X9.47","X9.82","X10.2","X10.6","X10.9","X11.3","X11.8","X12.2","X12.6","X13.1","X13.6","X14.1","X14.6","X15.1","X15.7","X16.3","X16.8","X17.5","X18.1","X18.8","X19.5","X20.2","X20.9","X21.7","X22.5","X23.3","X24.1","X25.0","X25.9","X26.9","X27.9","X28.9","X30.0","X31.1","X32.2","X33.4","X34.6","X35.9","X37.2","X38.5","X40.0","X41.4","X42.9","X44.5","X46.1","X47.8","X49.6","X51.4","X53.3","X55.2","X57.3","X59.4","X61.5","X63.8","X66.1","X68.5","X71.0","X73.7","X76.4","X79.1","X82.0","X85.1","X88.2","X91.4","X94.7","X98.2","X101.8","X105.5","X109.4","X113.4","X117.6","X121.9","X126.3","X131.0","X135.8","X140.7","X145.9","X151.2","X156.8","X162.5","X168.5","X174.7","X181.1","X187.7","X194.6","X201.7","X209.1","X216.7","X224.7","X232.9","X241.4","X250.3","X259.5","X269.0","X278.8","X289.0","X299.6","X310.6","X322.0","X333.8","X346.0","X358.7","X371.8","X385.4","X399.5","X414.2","X429.4","X445.1","X461.4","X478.3","X495.8","X514.0","X532.8","X552.3","X572.5","X593.5","X615.3","X637.8","X661.2","X685.4","X710.5","X736.5","X763.5","X791.5","X820.5","X850.5","X881.7","X914.0","X947.5","X982.2","Scan.Up.Time.s.","Retrace.Time.s.","Down.Scan.First","Scans.Per.Sample","Impactor.Type.cm.","Sheath.Flow.lpm.","Aerosol.Flow.lpm.","CPC.Inlet.Flow.lpm.","CPC.Sample.Flow.lpm.","Low.Voltage","High.Voltage","Lower.Size.nm.","Upper.Size.nm.","Density.g.cc.","Title","Status.Flag","td.s.","tf.s.","D50.nm.","Median.nm.","Mean.nm.","Geo..Mean.nm.","Mode.nm.","Geo..Std..Dev.","Total.Conc..cm.","Comment","date","end_date"
"5533",2898,"04/08/16","04:30:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.348,229.605,150.093,324.485,80.1078,189.487,284.633,89.3063,56.8805,217.39,77.9021,149.431,118.668,170.111,144.043,292.086,206.998,321.175,284.158,215.668,192.119,314.039,297.719,208.712,195.133,108.63,166.893,109.839,123.279,129.675,135.502,65.4694,154.445,132.596,166.056,169.711,133.498,139.141,109.55,226.349,244.952,179.316,305.026,167.249,237.539,211.728,287.095,179.513,287.55,370.406,357.343,312.532,384.436,288.207,207.894,175.724,248.986,230.425,213.38,182.071,124.811,196.937,207.217,163.304,185.536,149.043,129.183,158.872,158.846,168.048,225.335,165.42,131.054,160.037,122.82,171.031,141.346,175.5,121.995,149.797,145.886,140.611,179.261,104.927,99.6471,163.126,94.9644,114.354,100.446,91.8144,140.411,106.459,161.109,109.48,100.303,126.07,42.6525,57.5019,90.1458,110.542,110.446,41.1615,96.3998,55.1717,126.221,93.429,163.706,78.4432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,15,FALSE,2,"None",3,0.4,1,1,10.089,9958.57,14.3301,697.831,1.2,NA,"Normal Scan",1.5475,7.29962,1000,83.1613,136.944,81.5487,94.7464,2.80359,289.377,NA,2016-04-08 04:30:00,"2016-04-08 04:32:15"
"5534",2899,"04/08/16","04:35:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.102,173.809,78.2302,250.886,80.1078,127.844,124.645,178.768,255.814,163.043,207.739,248.638,166.44,114.492,232.759,325.75,245.726,277.707,251.934,261.191,215.752,200.763,220.741,173.012,192.105,130.851,175.164,146.018,104.983,91.3932,108.016,184.551,113.143,90.1244,104.17,175.242,166.714,222.942,218.802,237.917,233.637,190.107,286.232,335.442,316.161,232.997,261.676,293.438,285.432,297.617,353.035,274.621,289.855,277.341,330.515,329.49,257.297,306.683,297.675,222.44,206.957,219.299,272.481,132.743,140.531,210.624,198.951,115.819,188.85,205.934,147.703,80.1719,179.448,183.059,172.205,186.144,139.431,67.0364,168.327,136.742,178.857,174.681,138.525,111.364,198.068,195.486,84.0746,127.484,78.9644,124.352,133.713,128.902,115.932,57.6892,167.055,128.725,100.364,131.144,57.5545,124.841,123.84,78.5447,108.578,101.83,82.2508,34.5415,86.2186,77.5668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,15,FALSE,2,"None",3,0.4,1,1,10.089,9958.57,14.3301,697.831,1.2,NA,"Normal Scan",1.5475,7.29962,1000,83.6579,135.712,82.8475,88.1683,2.74021,307.177,NA,2016-04-08 04:35:00,"2016-04-08 04:37:15"
"5535",2900,"04/08/16","04:40:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309.754,214.747,189.208,73.5986,316.254,127.844,200.966,254.545,255.962,54.3476,149.979,179.673,261.646,160.289,123.155,215.462,352.366,160.521,288.297,273.704,249.865,190.558,322.344,196.593,114.17,230.666,137.006,146.934,39.3979,147.453,152.341,102.638,101.858,125.376,132.035,86.653,169.66,215.917,198.694,282.53,167.049,201.587,207.997,223.35,307.884,287.121,404.923,302.805,239.155,316.134,389.049,302.297,268.793,341.9,292.166,337.028,259.557,363.997,243.634,282.006,222.771,310.151,234.254,237.056,204.647,284.632,162.953,181.473,238.779,125.076,165.494,179.003,133.88,146.085,124.01,179.449,164.491,247.174,178.812,160.861,112.351,147.634,85.5169,146.299,218.274,31.215,120.667,105.434,68.1738,168.486,123.462,73.1183,67.1288,96.1876,181.01,104.85,183.305,159.189,105.616,110.542,153.163,123.485,76.445,91.747,109.06,34.5415,86.3826,34.8918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,15,FALSE,2,"None",3,0.4,1,1,10.089,9958.57,14.3301,697.831,1.2,NA,"Normal Scan",1.5475,7.29962,1000,86.2069,136.054,83.3042,76.3506,2.74446,316.292,NA,2016-04-08 04:40:00,"2016-04-08 04:42:15"
"5536",2901,"04/08/16","04:45:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.653,124.786,195.575,147.197,207.824,165.192,62.3223,267.919,113.761,204.652,188.12,204.519,219.4,223.83,175.366,211.776,223.221,259.834,287.55,257.624,185.842,244.521,179.182,197.539,190.045,186.222,53.3307,146.462,70.8608,114.075,214.484,78.1251,178.149,128.611,84.9473,83.0583,134.157,83.7159,115.148,70.9867,137.182,162.409,212.95,220.596,218.997,219.441,211.894,290.717,333.501,327.607,337.719,290.508,360.243,332.373,252.644,301.971,278.476,250.082,275.8,166.904,171.611,185.383,183.414,160.832,159.702,141.515,95.8638,102.176,145.854,123.47,189.07,167.06,166.03,145.213,108.896,130.782,205.424,132.355,51.7937,121.144,78.8148,68.139,137.73,116.623,94.9077,143.903,120.667,63.3822,87.8899,76.6897,78.0957,66.2959,92.7263,152.991,154.92,181.16,43.2839,87.8434,15.4699,106.804,83.2782,121.137,78.8698,32.6274,98.8195,77.068,111.975,35.0584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,15,FALSE,2,"None",3,0.4,1,1,10.089,9958.57,14.3301,697.831,1.2,NA,"Normal Scan",1.5475,7.29962,1000,83.2701,131.664,79.2073,94.7464,2.76188,271.896,NA,2016-04-08 04:45:00,"2016-04-08 04:47:15"
"5537",2902,"04/08/16","04:50:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.503,332.761,136.708,239.379,207.824,132.154,62.3223,119.231,92.9717,264.286,227.882,130.158,428.087,160.289,175.366,270.909,270.457,160.521,368.68,343.744,178.475,191.175,169.338,229.358,146.168,247.833,233.783,154.525,120.664,106.993,109.94,145.133,113.869,109.099,113.399,160.586,166.379,202.492,156.59,133.813,210.747,151.21,168.854,191.343,254.169,245.043,276.341,200.358,308.19,317.387,336.52,342.05,272.865,295.464,236.957,268.206,213.78,124.449,224.773,223.925,241.706,162.443,110.825,124.288,164.596,167.495,136.39,192.408,167.845,135.161,74.317,194.536,143.295,110.453,109.369,109.632,37.5248,118.564,71.7296,84.1284,117.439,127.361,150.134,102.328,64.0373,83.1389,92.2481,122.664,65.5806,140.598,97.4303,115.257,142.784,57.2966,142.167,140.209,87.6696,85.7168,51.5781,38.8543,77.3999,48.5576,94.9364,71.4854,91.8993,86.0506,86.2186,52.5876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,15,FALSE,2,"None",3,0.4,1,1,10.089,9958.57,14.3301,697.831,1.2,NA,"Normal Scan",1.5475,7.29962,1000,75.6547,125.577,74.3626,22.4679,2.76943,277.06,NA,2016-04-08 04:50:01,"2016-04-08 04:52:16"
"5538",2903,"04/08/16","04:55:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.5011,249.571,136.708,128.981,173.187,330.385,178.386,157.197,28.2917,108.695,124.012,104.958,124.364,220.576,257.796,198.684,368.588,321.043,210.292,217.65,250.356,269.074,187.111,335.325,201.075,161.888,197.237,117.902,169.21,143.911,192.396,80.3746,115.005,183.374,110.207,150.825,129.882,82.8982,203.63,116.876,238.855,229.541,248.208,214.716,373.059,293.88,332.06,344.216,276.954,253.453,197.264,343.932,249.767,324.848,378.611,234.577,249.835,174.417,177.8,110.541,198.648,182.16,152.048,206.495,205.913,254.256,137.291,100.351,105.887,99.061,149.404,107.495,84.1578,124.404,156.374,142.751,125.603,120.968,93.6328,145.818,89.4287,106.542,138.525,53.068,147.023,83.1389,92.2481,113.024,123.273,68.5759,101.742,39.7775,93.9804,68.8176,71.9934,195.3,72.1399,103.099,89.6111,91.5463,36.8383,56.8705,44.3117,52.8891,65.6822,60.1005,77.4873,87.6461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,15,FALSE,2,"None",3,0.4,1,1,10.089,9958.57,14.3301,697.831,1.2,NA,"Normal Scan",1.5475,7.29962,1000,75.9986,124.526,76.381,101.815,2.66525,276.412,NA,2016-04-08 04:55:01,"2016-04-08 04:57:16"
"5539",2904,"04/08/16","05:00:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281.001,180.581,208.57,159.071,248.776,165.192,0,148.844,44.0393,93.7908,181.772,124.23,201.126,352.812,222.324,211.776,244.712,199.344,309.118,261.191,123.401,264.932,213.05,188.354,215.014,156.835,256.313,160.727,107.599,152.579,121.759,145.844,105.173,122.141,132.035,147.866,162.439,246.043,151.953,220.531,195.027,167.709,242.136,182.708,244.144,241.168,251.751,270.993,337.36,295.695,374.086,315.069,260.807,312.515,264.026,224.608,282.362,238.121,174.066,241.404,181.388,246.165,204.149,238.508,165.815,172.356,155.279,198.659,166.764,111.239,127.442,121.078,73.5647,103.723,157.091,113.841,173.385,164.714,150.358,149.083,200.322,170.196,121.873,81.6269,94.9077,159.851,127.533,106.764,103.557,98.8069,105.674,96.0041,97.6585,69.2101,110.836,42.419,86.5678,58.3865,132.23,143.837,79.486,103.997,104.69,105.778,33.1372,101.805,69.4667,139.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,15,FALSE,2,"None",3,0.4,1,1,10.089,9958.57,14.3301,697.831,1.2,NA,"Normal Scan",1.5475,7.29962,1000,82.4027,134.957,81.4925,88.1683,2.74703,288.587,NA,2016-04-08 05:00:01,"2016-04-08 05:02:16"
"5540",2905,"04/08/16","05:05:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354.005,83.1904,78.2302,110.398,177.705,127.844,178.386,97.5038,170.642,54.3476,129.837,174.277,266.833,223.83,175.366,236.531,201.312,218.198,232.873,242.167,216.243,252.902,305.41,280.494,151.137,194.575,226.426,73.2452,115.388,122.742,101.072,225.478,102.584,54.5495,195.622,154.42,173.935,211.715,152.88,167.308,267.778,201.651,284.436,296.963,211.437,311.769,241.904,193.316,280.109,367.232,398.019,332.674,281.243,275.938,235.142,189.415,322.866,303.601,225.093,181.902,265.621,282.209,190.037,113.109,155.954,185.81,211.082,181.752,185.821,123.47,96.1923,179.003,170.502,201.994,84.7279,156.142,153.811,96.1658,137.531,180.997,111.003,57.5782,145.492,132.065,206.352,91.1747,169.457,113.024,108.434,109.245,55.9964,122.523,190.385,56.4109,83.3274,45.3551,127.722,72.2303,84.704,91.3456,166.522,25.4526,80.3331,65.2548,98.8195,128.186,94.6761,157.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,15,FALSE,2,"None",3,0.4,1,1,10.089,9958.57,14.3301,697.831,1.2,NA,"Normal Scan",1.5475,7.29962,1000,84.1947,137.42,83.7172,88.1683,2.72001,293.073,NA,2016-04-08 05:05:01,"2016-04-08 05:07:16"
"5541",2906,"04/08/16","05:10:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.503,83.1904,195.575,147.197,177.705,160.883,62.3223,119.231,206.733,101.243,175.947,179.496,272.53,156.549,226.472,236.64,228.489,101.995,269.236,353.765,180.057,331.419,305.648,187.881,265.07,161.888,91.0326,213.003,129.958,161.689,166.459,105.657,141.298,228.543,169.954,196.405,110.496,215.269,185.708,123.452,222.322,190.388,230.773,288.086,269.29,230.305,265.587,195.312,257.677,229.283,329.946,311.345,179.613,257.394,257.161,270.181,180.177,210.769,252.504,180.417,253.571,227.131,218.335,207.695,283.592,165.529,175.084,152.899,122.804,252.425,164.637,216.475,210.27,192.963,137.092,143.08,209.125,93.8472,155.381,132.208,116.765,117.747,154.513,102.359,103.16,183.371,154.769,187.377,115.803,94.1575,105.674,112.896,118.324,57.2966,69.773,131.661,69.379,144.461,105.616,91.5463,98.7582,72.5794,44.3117,52.8891,115.388,85.444,68.9749,35.0584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,15,FALSE,2,"None",3,0.4,1,1,10.089,9958.57,14.3301,697.831,1.2,NA,"Normal Scan",1.5475,7.29962,1000,82.0697,133.213,82.0143,28.9026,2.71157,294.13,NA,2016-04-08 05:10:01,"2016-04-08 05:12:16"
"5542",2907,"04/08/16","05:15:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.5011,173.152,267.438,36.7993,108.43,226.96,186.967,178.613,142.201,95.9567,176.47,240.512,195.599,223.83,87.6832,245.331,231.73,182.321,265.097,191.151,133.881,254.727,279.709,256.914,174.165,177.407,121.377,117.902,91.8166,124.549,147.696,107.166,52.5864,76.9724,116.711,95.7784,181.825,219.387,171.762,140.01,124.988,218.405,202.654,165.327,294.198,155.408,171.294,419.237,311.396,164.764,275.277,299.228,240.371,316.278,227.565,258.556,136.099,251.03,181.915,269.257,194.079,195.676,138.958,229.46,110.34,129.326,176,111.844,202.834,145.425,151.105,165.497,189.872,101.85,108.651,156.576,140.026,152.726,111.044,155.609,201.105,143.998,118.288,146.36,142.346,135.867,104.446,187.486,108.434,170.81,110.446,145.408,114.762,124.343,152.3,141.397,188.43,28.5723,59.7407,131.559,52.2838,109.963,104.69,24.2096,82.2508,178.873,77.4873,87.6461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,15,FALSE,2,"None",3,0.4,1,1,10.089,9958.57,14.3301,697.831,1.2,NA,"Normal Scan",1.5475,7.29962,1000,87.0785,145.415,87.0035,79.1476,2.82124,276.73,NA,2016-04-08 05:15:01,"2016-04-08 05:17:16"
"5543",2908,"04/08/16","05:20:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4002,166.381,234.691,133.779,86.4228,160.883,84.9026,97.5038,113.761,108.695,175.947,229.188,177.324,136.905,144.043,169.421,307.157,239.866,173.929,150.101,101.3,139.036,313.814,187.881,127.991,117.214,112.984,162.115,100.965,129.675,108.016,104.917,168.317,176.691,147.947,132.233,174.605,203.225,230.562,140.01,125.118,139.883,215.136,156.451,183.347,197.944,234.458,320.385,230.626,204.973,194.154,322.931,300.503,380.837,244.888,250.426,204.573,149.198,175.868,177.511,135.415,125.119,189.954,164.414,165.815,168.76,168.793,129.031,174.807,173.713,129.143,100.548,111.684,156.458,94.7277,125.047,268.865,146.061,103.587,71.6359,144.429,129.104,94.5387,58.3268,131.588,102.703,149.211,90.2535,158.866,158.047,127.395,116.086,82.9787,193.261,70.6831,97.65,189.297,145.515,131.696,134.339,52.2838,94.2536,80.3331,130.51,15.9764,43.133,94.731,122.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,15,FALSE,2,"None",3,0.4,1,1,10.089,9958.57,14.3301,697.831,1.2,NA,"Normal Scan",1.5475,7.29962,1000,88.5897,147.158,88.8735,98.2172,2.78415,260.101,NA,2016-04-08 05:20:00,"2016-04-08 05:22:15"
"5544",2909,"04/08/16","05:25:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.998,180.581,267.438,147.197,242.461,0,31.1612,89.3063,113.761,135.869,77.9021,198.768,95.2059,137.39,399.756,100.882,224.235,298.525,266.857,185.149,196.323,243.314,338.676,131.062,95.9932,117.214,82.6403,139.314,195.397,70.0742,82.4553,107.166,118.32,38.4862,163.799,86.653,194.65,143.513,255.042,181.666,188.865,218.342,179.878,242.415,240.483,240.939,308.213,361.895,264.466,154.545,303.388,295.622,236.299,218.904,308.496,327.743,289.49,280.515,162.353,210.582,161.006,191.769,139.041,213.75,233.62,115.071,216.061,121.512,111.887,139.4,159.535,69.8685,164.382,185.765,168.51,140.594,168.917,204.63,152.417,104.828,106.479,170.347,163.273,55.6667,150.63,155.431,52.9394,99.2827,73.0506,111.607,168.368,118.89,180.637,152.206,85.948,152.881,86.5678,43.6581,102.36,73.3082,58.1621,72.5794,52.602,115.957,108.468,35.148,103.626,34.8918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,15,FALSE,2,"None",3,0.4,1,1,10.089,9958.57,14.3301,697.831,1.2,NA,"Normal Scan",1.5475,7.29962,1000,86.6244,138.785,85.9847,24.1442,2.70814,271.237,NA,2016-04-08 05:25:01,"2016-04-08 05:27:16"
"5545",2910,"04/08/16","05:30:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.002,214.747,267.438,36.7993,103.912,132.154,240.708,8.19748,129.36,216.921,156.327,210.092,214.043,137.39,123.155,257.817,227.476,283.334,210.292,211.648,202.599,199.556,195.04,123.864,297.186,199.628,137.006,197.822,133.83,161.467,78.9829,93.0303,92.7525,153.945,75.5994,49.516,121.656,155.472,150.428,141.216,159.258,302.1,186.288,212.441,208.015,280.325,283.56,162.048,249.149,293.774,298.241,330.628,281.869,307.261,175.592,298.065,246.595,258.491,228.507,248.702,226.72,205.451,124.938,306.116,120.81,194.039,220.123,147.099,138.862,135.161,202.616,141.531,179.448,100.08,126.042,196.061,166.406,190.924,153.414,134.195,156.282,103.004,94.4074,137.324,79.4725,167.423,123.509,123.995,126.076,94.1391,107.682,86.7632,131.749,125.722,71.0833,141.537,43.5191,145.515,119.481,122.062,114.238,105.428,119.293,56.837,82.2508,136.347,86.3826,34.8918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,15,FALSE,2,"None",3,0.4,1,1,10.089,9958.57,14.3301,697.831,1.2,NA,"Normal Scan",1.5475,7.29962,1000,88.0149,141.633,85.9624,91.3982,2.77227,280.887,NA,2016-04-08 05:30:01,"2016-04-08 05:32:16"
"5546",2911,"04/08/16","05:35:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.752,269.886,391.41,239.379,207.824,66.077,186.967,119.075,113.761,150.304,234.23,259.784,100.393,178.034,194.099,278.389,143.34,263.366,284.776,254.68,250.356,173.178,357.288,228.317,137.079,132.501,104.592,147.378,135.087,205.097,42.7762,92.2609,105.173,147.799,72.3474,95.7784,218.322,195.468,230.562,151.577,204.779,179.252,230.773,157.172,240.244,173.525,255.513,237.662,233.179,195.422,332.697,364.238,259.397,231.236,203.019,262.462,188.823,192.297,241.832,238.329,192.819,152.667,152.13,296.299,227.508,209.26,112.974,164.565,145.854,123.47,167.108,78.3782,176.472,91.5173,140.314,80.3923,194.019,122.686,169.297,126.397,107.044,106.542,169.241,115.172,94.8765,95.9355,96.2721,77.8431,131.471,198.717,88.7256,92.8143,146.429,111.151,83.3274,87.7741,112.428,73.6422,54.299,51.3324,92.8798,47.1268,64.2665,65.2548,131.364,69.0831,51.7312,69.2404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,15,FALSE,2,"None",3,0.4,1,1,10.089,9958.57,14.3301,697.831,1.2,NA,"Normal Scan",1.5475,7.29962,1000,79.2949,129.816,77.6734,15.6788,2.78338,276.928,NA,2016-04-08 05:35:01,"2016-04-08 05:37:16"
